Posted Date,Tran Date,Description,Card,Amount,Balance
10/24/2022,10/23/2022,7-ELEVEN 34135 BEAVERTON OR,6918,($4.20),--
10/24/2022,10/23/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($102.96),--
10/24/2022,10/22/2022,TST* Killer Burger - Ceda Beaverton OR,6918,($16.45),--
10/24/2022,10/22/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($22.00),--
10/24/2022,10/22/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($23.60),--
10/24/2022,10/22/2022,SWA*UPGBOARD5269939864005 800-435-9792 TX,6918,($30.00),--
10/24/2022,10/22/2022,BB DINER BEAVERTON #30 BEAVERTON OR,6918,($54.93),--
10/21/2022,10/21/2022,MOB PAYMENT RECEIVED,6918,"$10,000.00 ",--
10/24/2022,10/21/2022,MCDONALD'S F2160 BEAVERTON OR,6918,($7.90),--
10/24/2022,10/21/2022,TJMAXX #0343 BEAVERTON OR,6918,($9.99),--
10/21/2022,10/21/2022,CHEVRON 0359231 SAN JOSE CA,6918,($27.07),--
10/24/2022,10/21/2022,SUSHI CHIYO BEAVERTON OR,6918,($45.35),--
10/24/2022,10/21/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($53.37),--
10/24/2022,10/21/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($96.00),--
10/24/2022,10/21/2022,NATIONAL CAR RENTAL SAN JOSE CA,6918,($468.99),--
10/24/2022,10/21/2022,DELTA AIR 0062344986876 DELTA.COM CA,6918,"($1,265.70)",--
10/24/2022,10/21/2022,DELTA AIR 0062344986877 DELTA.COM CA,6918,"($1,265.70)",--
10/21/2022,10/20/2022,PEETS 14902 MILPITAS CA,6918,($4.15),--
10/21/2022,10/20/2022,HUDSONNEWS ST887 SAN JOSE CA,6918,($4.44),--
10/21/2022,10/20/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.28),--
10/24/2022,10/20/2022,MOUNTAIN MIKES PIZZA MILP MILPITAS CA,6918,($17.48),--
10/24/2022,10/20/2022,TARGET 00020883 SAN JOSE CA,6918,($56.30),--
10/24/2022,10/20/2022,HYATT HOUSE SAN JOSE SAN JOSE CA,6918,($812.61),--
10/20/2022,10/19/2022,PEETS 14902 MILPITAS CA,6918,($4.15),--
10/20/2022,10/19/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
10/21/2022,10/19/2022,HYATT HOUSE F&B SAN JOSE SAN JOSE CA,6918,($18.31),--
10/21/2022,10/19/2022,ERIKS DELICAFE - MILPITAS MILPITAS CA,6918,($18.67),--
10/21/2022,10/19/2022,SOUTHWES 5262178277754 800-435-9792 TX,6918,($225.98),--
10/19/2022,10/18/2022,HYATT HOUSE SAN JOSE 4083241155 CA,6918,$41.42 ,--
10/20/2022,10/18/2022,MIKONOS GRILL MILPITAS CA,6918,($19.80),--
10/19/2022,10/17/2022,STUMPTOWN PDX - 318 PORTLAND OR,6918,($7.75),--
10/19/2022,10/17/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
10/19/2022,10/17/2022,CHICK-FIL-A #02807 408-526-0600 CA,6918,($13.40),--
10/19/2022,10/17/2022,ALASKA AIR 0272314659385 SEATTLE WA,6918,($30.00),--
10/17/2022,10/15/2022,Prime Video *1K7DS1RL2 888-802-3080 WA,6918,($3.99),--
10/17/2022,10/15/2022,SQ *THE PUMPKIN PATCH PORTLAND OR,6918,($10.00),--
10/17/2022,10/15/2022,SQ *THE PUMPKIN PATCH PORTLAND OR,6918,($20.00),--
10/17/2022,10/15/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($22.00),--
10/17/2022,10/15/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($24.00),--
10/17/2022,10/15/2022,TST* Killer Burger - Ceda Beaverton OR,6918,($34.00),--
10/17/2022,10/14/2022,KINGPINS BEAVERTON ARCADE BEAVERTON OR,6918,($10.00),--
10/17/2022,10/14/2022,IN N OUT BURGER 240 SAN JOSE CA,6918,($10.50),--
10/17/2022,10/14/2022,CHEVRON 0359231 SAN JOSE CA,6918,($33.80),--
10/17/2022,10/14/2022,SUSHI CHIYO BEAVERTON OR,6918,($52.15),--
10/17/2022,10/14/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($53.37),--
10/17/2022,10/14/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($96.00),--
10/17/2022,10/14/2022,PETSMART # 0384 BEAVERTON OR,6918,($110.49),--
10/17/2022,10/14/2022,ALASKA AIR 0277865383651 SEATTLE WA,6918,($259.98),--
10/17/2022,10/14/2022,NATIONAL CAR RENTAL SAN JOSE CA,6918,($471.45),--
10/14/2022,10/13/2022,PEETS 14902 MILPITAS CA,6918,($4.15),--
10/14/2022,10/13/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
10/17/2022,10/13/2022,CHEESE STEAK SHOP MILPITAS CA,6918,($17.48),--
10/17/2022,10/13/2022,HYATT HOUSE SAN JOSE SAN JOSE CA,6918,($755.51),--
10/13/2022,10/12/2022,TAQUERIA LAS VEGAS - MIL MILPITAS CA,6918,($24.04),--
10/14/2022,10/12/2022,TLF*UNITED FLORIST US 408-4921376 CA,6918,($107.94),--
10/11/2022,10/11/2022,Prime Video *1K6C832E1 888-802-3080 WA,6918,($3.99),--
10/12/2022,10/11/2022,CVS/PHARMACY #00422 SAN JOSE CA,6918,($9.19),--
10/13/2022,10/11/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.28),--
10/13/2022,10/11/2022,CHICK-FIL-A #02807 SAN JOSE CA,6918,($11.91),--
10/12/2022,10/11/2022,Amazon Prime*1K5KT52G1 Amzn.com/bill WA,6918,($14.99),--
10/12/2022,10/10/2022,STUMPTOWN PDX - 318 PORTLAND OR,6918,($8.25),--
10/12/2022,10/10/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
10/11/2022,10/10/2022,TST* BIG AL'S - SILICON V 669-271-0011 CA,6918,($28.97),--
10/12/2022,10/10/2022,ALASKA AIR 0272314013592 SEATTLE WA,6918,($30.00),--
10/11/2022,10/9/2022,SPIRIT HALLOWEEN 61362 OCOEE OR,6918,$11.00 ,--
10/10/2022,10/9/2022,Prime Video *1K0S59NH2 888-802-3080 WA,6918,($3.99),--
10/10/2022,10/9/2022,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($86.75),--
10/10/2022,10/8/2022,MICHAELS STORES 9887 BEAVERTON OR,6918,($35.00),--
10/10/2022,10/8/2022,PASTINI CEDAR HILLS BEAVERTON OR,6918,($49.80),--
10/10/2022,10/8/2022,SignUp *ScaregroundsPDX 888-3851360 NJ,6918,($53.50),--
10/10/2022,10/8/2022,TARGET 00009100 BEAVERTON OR,6918,($72.18),--
10/10/2022,10/8/2022,SPIRIT HALLOWEEN 61362 OCOEE OR,6918,($84.89),--
10/10/2022,10/7/2022,IN N OUT BURGER 240 SAN JOSE CA,6918,($10.50),--
10/10/2022,10/7/2022,SOUTHWES 5262174438547 800-435-9792 TX,6918,($13.00),--
10/7/2022,10/7/2022,INTEREST CHARGE-CASH ADVA NCES,6918,($17.45),--
10/10/2022,10/7/2022,SPIRIT HALLOWEEN 60759 609-645-5772 OR,6918,($19.98),--
10/10/2022,10/7/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($20.00),--
10/10/2022,10/7/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($22.00),--
10/14/2022,10/7/2022,ALASKA AIR 0277863820718 SEATTLE WA,6918,($24.00),--
10/10/2022,10/7/2022,TSIUSA FEE WENDLE 214-9159000 TX,6918,($25.00),--
10/10/2022,10/7/2022,KINGPINS BEAVERTON ARCADE BEAVERTON OR,6918,($25.00),--
10/10/2022,10/7/2022,ROSS STORES #1038 BEAVERTON OR,6918,($38.97),--
10/10/2022,10/7/2022,SUSHI CHIYO BEAVERTON OR,6918,($48.82),--
10/10/2022,10/7/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($53.37),--
10/10/2022,10/7/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($96.00),--
10/7/2022,10/7/2022,INTEREST CHARGE-PURCHASES,6918,($104.80),--
10/10/2022,10/7/2022,SOUTHWES 5262174401790 800-435-9792 TX,6918,($202.98),--
10/10/2022,10/7/2022,SPIRIT HALLOWEEN 60759 609-645-5772 OR,6918,($248.00),--
10/10/2022,10/7/2022,NATIONAL CAR RENTAL SAN JOSE CA,6918,($529.47),--
10/10/2022,10/7/2022,HYATT HOTEL DEANZA SAN JOSE CA,6918,"($1,217.24)",--
10/7/2022,10/6/2022,Prime Video*1K0ZP9OY1 888-802-3080 WA,6918,($8.99),--
10/7/2022,10/6/2022,IN N OUT BURGER 240 SAN JOSE CA,6918,($10.50),--
10/10/2022,10/6/2022,SOUTHWES 5262174031412 800-435-9792 TX,6918,($13.00),--
10/10/2022,10/6/2022,MIKONOS GRILL MILPITAS CA,6918,($19.69),--
10/6/2022,10/5/2022,PHO NGUYEN MILPITAS CA,6918,($17.86),--
10/7/2022,10/5/2022,IHOP #3294 MILPITAS CA,6918,($22.23),--
10/6/2022,10/4/2022,SAFEWAY #1879 MILPITAS CA,6918,($7.12),--
10/6/2022,10/4/2022,TARGET 00020883 SAN JOSE CA,6918,($15.30),--
10/6/2022,10/4/2022,TARGET 00020883 SAN JOSE CA,6918,($28.81),--
10/5/2022,10/3/2022,HYATT HOTEL DEANZA 4082861000 CA,6918,($2.19),--
10/4/2022,10/3/2022,TST* SAN PEDRO MARKET SAN JOSE CA,6918,($10.30),--
10/5/2022,10/3/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
10/5/2022,10/3/2022,PASTA FRESCA SAN JOSE CA,6918,($18.59),--
10/5/2022,10/3/2022,THE HOME DEPOT #1041 MILPITAS CA,6918,($33.84),--
10/4/2022,10/3/2022,Steam Purchase 425-9522985 WA,6918,($99.90),--
10/3/2022,10/3/2022,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,($400.00),--
10/3/2022,10/2/2022,SQ *KAADY CAR WASHES Beaverton OR,6918,($10.00),--
10/3/2022,10/2/2022,QDOBA 2244 HILLSBORO OR,6918,($13.39),--
10/3/2022,10/2/2022,SQ *ZERO DEGREES BEAVERTO gosq.com OR,6918,($21.25),--
10/3/2022,10/2/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($108.73),--
10/3/2022,10/1/2022,BEST BUY 00004515 BEAVERTON OR,6918,($139.99),--
10/3/2022,9/30/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($14.16),--
10/3/2022,9/30/2022,SOUTHWES 5262171205425 800-435-9792 TX,6918,($202.98),--
10/3/2022,9/30/2022,SOUTHWES 5262171205447 800-435-9792 TX,6918,($215.98),--
9/30/2022,9/29/2022,Prime Video*1U7SR2WP2 888-802-3080 WA,6918,($10.99),--
9/30/2022,9/29/2022,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($145.84),--
9/29/2022,9/27/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($127.50),--
9/26/2022,9/25/2022,Gateshop Gate A80 Termina Zurich,6918,($3.60),--
9/26/2022,9/25/2022,Hyatt Regency Zurich Zurich,6918,($5.14),--
9/26/2022,9/25/2022,The Golden Arch (1203) Schiphol,6918,($19.31),--
9/26/2022,9/24/2022,Foodland Kiosk Zurich,6918,($24.55),--
9/26/2022,9/23/2022,ENTERPRISE CAR RENTAL ZURICH,6918,$70.34 ,--
9/26/2022,9/23/2022,ENTERPRISE CAR RENTAL ZURICH,6918,$55.10 ,--
9/23/2022,9/23/2022,ATM CASH ADVANCE FEE,6918,($1.00),--
9/26/2022,9/23/2022,CONFISERIE WANGER BUCHS,6918,($23.39),--
9/26/2022,9/23/2022,Hyatt Regency Zurich Zurich,6918,($44.17),--
9/26/2022,9/23/2022,ENTERPRISE CAR RENTAL ZURICH,6918,($55.72),--
9/26/2022,9/23/2022,Leon's Loft Zurich,6918,($60.29),--
9/26/2022,9/23/2022,HOTEL BUCHSERHOF AG BUCHS SG,6918,($121.73),--
9/23/2022,9/22/2022,Work n Eat Truebach,6918,($14.56),--
9/26/2022,9/22/2022,GASTWIRTSCH SCHATTENBURG FELDKIRCH,6918,($24.85),--
9/23/2022,9/22/2022,MIGROS BANK EKZ BUCHS SG Buchs SG,6918,($103.97),--
9/22/2022,9/21/2022,Work n Eat Truebach,6918,($8.83),--
9/23/2022,9/21/2022,MCDONALD'S BUCHS SG,6918,($16.11),--
9/22/2022,9/21/2022,Migros MM Buchs Buchs SG,6918,($17.67),--
9/21/2022,9/20/2022,Work n Eat Truebach,6918,($14.57),--
9/19/2022,9/19/2022,ATM CASH ADVANCE FEE,6918,($1.00),--
9/19/2022,9/19/2022,ATM CASH ADVANCE FEE,6918,($1.00),--
9/20/2022,9/19/2022,Work n Eat Truebach,6918,($14.59),--
9/21/2022,9/19/2022,MCDONALD'S BUCHS SG,6918,($19.39),--
9/22/2022,9/19/2022,JetBrains Americas INC 165-05772345 CA,6918,($249.00),--
9/19/2022,9/18/2022,ASPIT DIREZ. USCITA - COMO-GRANDATE,6918,($2.31),--
9/19/2022,9/18/2022,MISER DIREZ.ENTRATA - TERRAZZANO BA,6918,($3.31),--
9/19/2022,9/18/2022,D9E0131B ITINERE SERV RIS MILANO,6918,($3.81),--
9/19/2022,9/18/2022,THE TRIBUNE HOTEL ROMA,6918,($6.02),--
9/19/2022,9/18/2022,I GOLIARDI CUNEO,6918,($46.17),--
9/19/2022,9/17/2022,MOB PAYMENT RECEIVED,6918,"$7,000.00 ",--
9/20/2022,9/17/2022,KRUGH BISTROT ROMA,6918,($2.01),--
9/19/2022,9/17/2022,PUTECA ROSSOPOMODORO MILANO,6918,($2.21),--
9/19/2022,9/17/2022,Park Hyatt Milan MILANO,6918,($5.02),--
9/19/2022,9/17/2022,CARBONE SIMONE MILANO,6918,($5.02),--
9/19/2022,9/17/2022,CARBONE SIMONE MILANO,6918,($5.02),--
9/19/2022,9/17/2022,POINTSPURCHASE HYATT POINTS.COM CA,6918,($84.00),--
9/19/2022,9/17/2022,ZIPLY FIBER * INTERNET 866-699-4759 WA,6918,($212.72),--
9/19/2022,9/17/2022,Via Agonale 12 Roma,6918,($233.32),--
9/19/2022,9/17/2022,VIA VENETO ANGOLO VIA S ROMA,6918,($347.72),--
9/19/2022,9/16/2022,ASPIT DIREZ. USCITA - MILANO NORD,6918,($1.70),--
9/19/2022,9/16/2022,WWW.ATM.IT - APP MOBIL MILANO,6918,($2.00),--
9/19/2022,9/16/2022,ASPIT DIREZ.ENTRATA - COMO-GRANDATE,6918,($2.30),--
9/19/2022,9/16/2022,BAR PRIMA CLASSE MILANO,6918,($3.01),--
9/19/2022,9/16/2022,MCDONALD'S BUCHS SG,6918,($15.18),--
9/19/2022,9/16/2022,BP Coldrerio NS Coldrerio,6918,($73.90),--
9/19/2022,9/16/2022,TRENITALIA - LEFRECCE ROMA,6918,($220.24),--
9/16/2022,9/15/2022,Work n Eat Truebach,6918,($14.60),--
9/19/2022,9/15/2022,HOTEL BUCHSERHOF AG BUCHS SG,6918,($42.83),--
9/16/2022,9/15/2022,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($237.34),--
9/15/2022,9/14/2022,GUARANY BUCHS,6918,($6.86),--
9/15/2022,9/14/2022,GUARANY BUCHS,6918,($6.86),--
9/15/2022,9/14/2022,Work n Eat Truebach,6918,($14.77),--
9/16/2022,9/14/2022,RHEINTAL RESTAURANT GM BUCHS,6918,($22.69),--
9/14/2022,9/13/2022,Work n Eat Truebach,6918,($11.57),--
9/14/2022,9/13/2022,SUMUP *PIZZERIA ITALIA B BUCHS,6918,($27.35),--
9/13/2022,9/12/2022,Work n Eat Truebach,6918,($14.67),--
9/13/2022,9/12/2022,Fuxx 99 GmbH 1 Altstaetten,6918,($44.84),--
9/12/2022,9/11/2022,Amazon Prime*1F4GP7UP1 Amzn.com/bill WA,6918,($14.99),--
9/12/2022,9/11/2022,SUMUP *FLOMIC GMBH BUCHS,6918,($23.78),--
9/12/2022,9/11/2022,Hyatt Regency Zurich Zurich,6918,($359.06),--
9/12/2022,9/10/2022,HMS Host International Amsterdam,6918,($4.96),--
9/12/2022,9/10/2022,HOTEL BUCHSERHOF AG BUCHS SG,6918,($50.18),--
9/12/2022,9/10/2022,ENTERPRISE CAR RENTAL ZURICH,6918,($293.44),--
9/12/2022,9/10/2022,ENTERPRISE CAR RENTAL ZURICH,6918,($876.19),--
9/12/2022,9/9/2022,GOGO *INFLIGHTWIFI 877-350-0038 IL,6918,($21.95),--
9/12/2022,9/9/2022,BC UBER CASH 800-592-8996 DE,6918,($50.00),--
9/12/2022,9/9/2022,VZWRLSS*BILL PAY VW 800-922-0204 FL,6918,"($1,066.56)",--
9/8/2022,9/8/2022,INTEREST CHARGE-CASH ADVA NCES,6918,($25.64),--
9/9/2022,9/8/2022,SPORT CLIPS - OR102 - CED BEAVERTON OR,6918,($32.00),--
9/12/2022,9/8/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($32.84),--
9/9/2022,9/8/2022,T-MOBILE STORE # 8914 BEAVERTON OR,6918,($59.99),--
9/9/2022,9/8/2022,T-MOBILE STORE # 8914 BEAVERTON OR,6918,($70.00),--
9/9/2022,9/8/2022,BEST BUY 00004515 BEAVERTON OR,6918,($79.98),--
9/9/2022,9/8/2022,TILLY'S 278 BEAVERTON OR,6918,($99.97),--
9/9/2022,9/8/2022,VZWRLSS*BILL PAY VW 800-9220204 CA,6918,($116.52),--
9/9/2022,9/8/2022,KOHL'S #1002 BEAVERTON OR,6918,($128.03),--
9/9/2022,9/7/2022,SHELL OIL 57444028005 TUKWILA WA,6918,($8.42),--
9/8/2022,9/7/2022,U-PARK SYSTEM 88 SEATTLE WA,6918,($12.48),--
9/9/2022,9/7/2022,SHELL OIL 57444028005 TUKWILA WA,6918,($32.52),--
9/9/2022,9/7/2022,SUSHI CHIYO BEAVERTON OR,6918,($48.00),--
9/8/2022,9/7/2022,SPACE AGE #202 CASTLE ROCK WA,6918,($72.50),--
9/7/2022,9/6/2022,76 - DUPONT GROCERY INC DU PONT WA,6918,($7.24),--
9/7/2022,9/6/2022,Prime Video*1V8LW3XM2 888-802-3080 WA,6918,($8.99),--
9/8/2022,9/6/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($13.72),--
9/7/2022,9/6/2022,U-PARK SYSTEM 88 SEATTLE WA,6918,($14.97),--
9/7/2022,9/6/2022,STEAMGAMES.COM 4259522985 425-8899642 WA,6918,($19.99),--
9/7/2022,9/6/2022,76 - DUPONT GROCERY INC DU PONT WA,6918,($75.02),--
9/7/2022,9/6/2022,SEATTLE PASSPORT SEATTLE WA,6918,($225.00),--
9/6/2022,9/5/2022,7-ELEVEN 34135 BEAVERTON OR,6918,($6.69),--
9/6/2022,9/5/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($89.99),--
9/6/2022,9/5/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($125.44),--
9/5/2022,9/4/2022,Prime Video *SE03A3DH3 888-802-3080 WA,6918,($3.99),--
9/5/2022,9/4/2022,SQ *THE MOCKING BIRD BEAV Beaverton OR,6918,($15.50),--
9/5/2022,9/4/2022,SQ *WE FEAST LLC BEAVERTON OR,6918,($15.50),--
9/5/2022,9/3/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($28.00),--
9/5/2022,9/3/2022,LAUGHING PLANET CAFE CEDA 503-9141055 OR,6918,($30.25),--
9/5/2022,9/3/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($42.98),--
9/5/2022,9/3/2022,DSW TANASBOURNE VILLAGE HILLSBORO OR,6918,($79.98),--
9/5/2022,9/2/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
9/5/2022,9/2/2022,SUSHI CHIYO BEAVERTON OR,6918,($42.00),--
9/5/2022,9/2/2022,"76 - NORTH FIRST UNION, I SAN JOSE CA",6918,($61.34),--
9/5/2022,9/2/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($120.00),--
9/5/2022,9/2/2022,HYATT HOUSE SAN JOSE SAN JOSE CA,6918,"($1,026.08)",--
9/2/2022,9/1/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
9/5/2022,9/1/2022,CHEESE STEAK SHOP MILPITAS CA,6918,($17.48),--
9/2/2022,9/1/2022,SQ *KURA REVOLVING SUSHI Cupertino CA,6918,($30.01),--
9/1/2022,9/1/2022,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,"($4,000.00)",--
9/1/2022,8/31/2022,MOB PAYMENT RECEIVED,6918,"$2,072.57 ",--
9/1/2022,8/31/2022,PHO KIM LONG SAN JOSE CA,6918,($23.68),--
9/2/2022,8/31/2022,SOUTHWES 5262160381827 800-435-9792 TX,6918,($308.98),--
8/31/2022,8/30/2022,CSJ MKT & S PEDRO GARAGE 4087941090 CA,6918,($7.00),--
9/1/2022,8/30/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
8/30/2022,8/29/2022,7-ELEVEN 37939 PORTLAND OR,6918,($3.95),--
8/31/2022,8/29/2022,PDX CORNER STORE 6851458 PORTLAND OR,6918,($5.05),--
8/30/2022,8/29/2022,CVS/PHARMACY #00422 SAN JOSE CA,6918,($9.83),--
8/30/2022,8/29/2022,Prime Video*9575Y1F13 888-802-3080 WA,6918,($10.99),--
8/31/2022,8/29/2022,MIKONOS GRILL MILPITAS CA,6918,($19.69),--
8/31/2022,8/29/2022,ALASKA AIR 0272309814550 SEATTLE WA,6918,($30.00),--
8/31/2022,8/29/2022,DELTA AIR 0067786356273 DALLAS TX,6918,"($2,423.07)",--
8/29/2022,8/28/2022,POWELL'S @ CDR HILLS CRS BEAVERTON OR,6918,($12.98),--
8/30/2022,8/28/2022,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($66.90),--
8/30/2022,8/28/2022,ALASKA AIR 0277786118095 SEATTLE WA,6918,($215.60),--
8/29/2022,8/27/2022,SQ *MARTINEZ FAMILY FARM Canby OR,6918,($6.50),--
8/29/2022,8/27/2022,WHOLEFDS TAN 10327 HILLSBORO OR,6918,($34.01),--
8/29/2022,8/27/2022,AMZ*NordVPN support@nordv NY,6918,($83.43),--
8/29/2022,8/26/2022,CANNON BEACH CLOTHING CANNON BEACH OR,6918,($8.75),--
8/29/2022,8/26/2022,National Pride Car Wash BEAVERTON OR,6918,($10.00),--
8/29/2022,8/26/2022,SCHWIETERTS CONES AND CAN CANNON BEACH OR,6918,($17.50),--
8/29/2022,8/25/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($19.17),--
8/26/2022,8/25/2022,TRIPLE 7 STATION BEAVERTON OR,6918,($75.00),--
8/25/2022,8/24/2022,7-ELEVEN 34135 BEAVERTON OR,6918,($5.94),--
8/25/2022,8/24/2022,SQ *PDX KETTLE LL Beaverton OR,6918,($14.32),--
8/24/2022,8/22/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($8.32),--
8/23/2022,8/22/2022,TSIUSA FEE WENDLE 214-9159000 TX,6918,($10.00),--
8/24/2022,8/22/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($91.32),--
8/22/2022,8/20/2022,SQ *MAY'S PRODUCE AND FLO Beaverton OR,6918,($4.00),--
8/22/2022,8/20/2022,SQ *MARTINEZ FAMILY FARM Canby OR,6918,($9.35),--
8/22/2022,8/20/2022,NEW SEASONS MARKET BEAVERTON OR,6918,($9.76),--
8/22/2022,8/20/2022,NEW SEASONS MARKET BEAVERTON OR,6918,($29.39),--
8/22/2022,8/20/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($49.97),--
8/22/2022,8/19/2022,SUSHI CHIYO BEAVERTON OR,6918,($59.00),--
8/22/2022,8/18/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($34.08),--
8/18/2022,8/17/2022,TSIUSA FEE WENDLE 214-9159000 TX,6918,($10.00),--
8/19/2022,8/17/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($13.72),--
8/19/2022,8/17/2022,ALASKA AIR 0277784009999 SEATTLE WA,6918,($191.60),--
8/19/2022,8/17/2022,UNITED 0167784009997 800-932-2732 TX,6918,($220.04),--
8/16/2022,8/16/2022,MOB PAYMENT RECEIVED,6918,"$7,000.00 ",--
8/17/2022,8/16/2022,AMZN MKTP US*E73JF4FB3 AM AMZN.COM/BILL WA,6918,($27.78),--
8/17/2022,8/15/2022,TACO BELL 021416 HILLSBORO OR,6918,($9.78),--
8/16/2022,8/14/2022,TACO BELL #2253 BEAVERTON OR,6918,($20.35),--
8/15/2022,8/13/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($24.00),--
8/15/2022,8/13/2022,NEW SEASONS MARKET BEAVERTON OR,6918,($32.17),--
8/15/2022,8/13/2022,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($35.48),--
8/15/2022,8/12/2022,SUSHI CHIYO BEAVERTON OR,6918,($62.34),--
8/12/2022,8/11/2022,Amazon Prime*IF77X2L33 Amzn.com/bill WA,6918,($14.99),--
8/9/2022,8/8/2022,F15 CAFE ALOHA OR,6918,($7.98),--
8/9/2022,8/8/2022,F15 CAFE ALOHA OR,6918,($7.98),--
8/8/2022,8/8/2022,INTEREST CHARGE-CASH ADVA NCES,6918,($10.16),--
8/9/2022,8/8/2022,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($160.53),--
8/8/2022,8/6/2022,Prime Video*JM2MB0B03 888-802-3080 WA,6918,($7.99),--
8/8/2022,8/6/2022,TOPGOLF HILLSBORO 027-2 HILLSBORO OR,6918,($133.13),--
8/8/2022,8/5/2022,TOPGOLF HILLSBORO 027-2 HILLSBORO OR,6918,($10.00),--
8/8/2022,8/5/2022,SQ *KAADY CAR WASHES Beaverton OR,6918,($15.00),--
8/8/2022,8/5/2022,BEST BUY 00004515 BEAVERTON OR,6918,($64.97),--
8/8/2022,8/5/2022,CHEVRON 0091598 ALOHA OR,6918,($83.53),--
8/8/2022,8/5/2022,VZWRLSS*BILL PAY VW 800-9220204 CA,6918,($116.52),--
8/5/2022,8/4/2022,F15 CAFE ALOHA OR,6918,($7.98),--
8/8/2022,8/4/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($18.73),--
8/5/2022,8/3/2022,SUSHI CHIYO BEAVERTON OR,6918,($50.90),--
8/2/2022,8/2/2022,AMZN Mktp US*MY5M94Z03 Amzn.com/bill WA,6918,($128.96),--
8/2/2022,8/2/2022,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,"($3,000.00)",--
8/2/2022,8/1/2022,AMZN Mktp US*6Y1GQ7WG3 Amzn.com/bill WA,6918,($6.49),--
8/2/2022,8/1/2022,SQ *MR BENTO BURGER OS Hillsboro OR,6918,($20.64),--
8/1/2022,7/31/2022,MOB PAYMENT RECEIVED,6918,"$12,246.91 ",--
8/1/2022,7/30/2022,SQ *MARTINEZ FAMILY FARM Canby OR,6918,($5.00),--
8/1/2022,7/30/2022,SQ *GATHERING TOGETHER FA Philomath OR,6918,($6.00),--
8/1/2022,7/30/2022,SQ *CULTURED KINDNESS BEA Beaverton OR,6918,($8.50),--
8/1/2022,7/30/2022,SQ *CULTURED KINDNESS BEA Beaverton OR,6918,($11.00),--
8/1/2022,7/30/2022,SQ *LONELY LANE FARMS Mount Angel OR,6918,($13.91),--
8/1/2022,7/30/2022,SQ *L?AUBERGE BEAVERTON OR,6918,($13.99),--
8/1/2022,7/30/2022,SMAAKEN LLC BEAVERTON OR,6918,($19.50),--
8/1/2022,7/30/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($216.01),--
